procedure_name,speciality_classification,cost_inr
Cauterization of ulcer/subconjunctival injection in both eyes,Ophthalmology Procedure,805.8475000000001
Cauterization of ulcer/subconjunctival injection in one eye,Ophthalmology Procedure,501.15578947368414
Cavernostomy,Nephrology And Urology Procedure,25984.405789473687
Cell line karyotyping,Oncology Investigations,10978.442105263155
Central Compartment clearance,Cancer Surgery,25557.6215
Centralization Of Ulna With Arthrodesis,Cancer Surgery,31457.621000000003
Cephalography,Radiological Investigation,350.068
Cervical Biopsy,Obstetrics And Gynaecology Procedure,9262.941
Cervical Esophagostomy,Cancer Surgery,25126.122
Cervical Laminoplasty,Neuro-Surgery Procedure,71821.109
Cervical Neuroblastoma Excision,Cancer Surgery,56839.934
Cervical Traction (per session),Physiotherapy,296.9611111111111
Cervical disc arthroplasty,Neuro-Surgery Procedure,60228.713
Cervical or Dorsal or Lumbar Laminectomy,Neuro-Surgery Procedure,50872.553
Chalazion incision and curettage in both eyes,Ophthalmology Procedure,3006.655555555556
Chalazion incision and curettage in one eye,Ophthalmology Procedure,1992.918
Cheek Advancement,ENT Procedure,33163.807368421054
Cheek rotation flap for lid tumours per eye (for non-malignant conditions),Ophthalmology Procedure,19244.1025
Chemical Cautery (s)/Cryotherapy,Skin Procedure,991.551
Chest Physiotherapy/ Breathing Exercise &Postural Drainage per Session/Post Covid Rehabilitation /Pulmonary Rehabilitation/Cardiac Rehabilitation (per session),Physiotherapy,299.0725
Chest Wall Excision With Any Lung Oper.,Cancer Surgery,31782.7595
Chest Wall Excision With Reconstruction,Cancer Surgery,31949.094444444443
Chest Wall Excision Without Reconstruct.,Cancer Surgery,25150.4745
Chest Wall Sinus Exploration,Cancer Surgery,15644.910500000002
Chikungunya Ig M,Laboratory Investigation,992.8568421052632
Chimerism Analysis,Oncology Investigations,1539.8915000000002
Chlamydia antibody,Laboratory Investigation,845.7905000000001
Chlamydia antigen,Laboratory Investigation,994.9145
Chloride,Laboratory Investigation,150.7345
Cholecystectomy,Abdomen/GI Surgery Procedure,32996.74444444445
Cholecystectomy,Cancer Surgery,25268.09368421053
Cholecystectomy & Exploration of CBD,Abdomen/GI Surgery Procedure,34583.1415
Cholecystectomy Radical,Cancer Surgery,31844.503000000004
Cholecysto-Jejunostomy,Cancer Surgery,25273.283157894737
Cholecystostomy,Abdomen/GI Surgery Procedure,25162.167
Choledocho-Duodenostomy,Cancer Surgery,25282.453
Choledochoduodenostomy for Atresia of Extra Hepatic Biliary Duct,Paediatric Surgery Procedure,49773.13105263158
Chromogranin A,Laboratory Investigation,5010.884
Chromosomal breakage (fragility) studies in Fanconi's Anemia/Aplastic Anemia,Oncology Investigations,5500.257894736843
Chronic Lymphocytic Leukemia (CLL) Panel,Oncology Investigations,11461.912
"Chronic Lymphocytic Leukemia Comprehensive Mutation Profile (IGVH Gene Mutation & Usage, T",Oncology Investigations,33153.701
Chronic Lymphocytic Leukemia IGVH Mutation Detection,Oncology Investigations,6353.11
Chronic Lymphoproliferative disorder IGVH Mutation Detection,Oncology Investigations,6391.424736842105
Chronic Lymphoproliferative disorder NOTCH1 mutation / NOTCH2 mutation,Oncology Investigations,5391.8985
Chronic Lymphoproliferative disorder SF3B1 mutation,Oncology Investigations,5364.9365
Chronic Lymphoproliferative disorder TP53 mutation,Oncology Investigations,22668.80789473684
Circumcision,Cancer Surgery,6861.072
Circumcision,Nephrology And Urology Procedure,12797.082
Citrate Urine 24 Hour,Laboratory Investigation,1150.212
Clavicle Excision,Cancer Surgery,25332.30526315789
Cleft Lip - Repair.,Burns And Plastic Surgery Procedure,33004.764500000005
Cleft Palate Repair,Burns And Plastic Surgery Procedure,40926.32777777778
Clipping of intracranial aneurysm,Neuro-Surgery Procedure,78029.31578947368
Close Reduction of Dislocations,Orthopaedics Procedure,18843.129
Close Reduction of Fractures of Limb & POP,Orthopaedics Procedure,13321.9855
Closure of Colostomy,Abdomen/GI Surgery Procedure,31087.807500000003
Closure of Urethral Fistula,Nephrology And Urology Procedure,33264.31842105263
Clotting Time,Laboratory Investigation,50.01157894736842
Coagulation profile,Laboratory Investigation,742.842
Coarctation dilatation / Balloon dilatation of Aortic coarctation -Excluding the cost of Balloon,Cardiovascular And Cardiac Surgery Procedure,75182.655
Coarctation dilatation with Stenting,Cardiovascular And Cardiac Surgery Procedure,59706.023157894735
Cold Calorie Test for Vestibular function,ENT Investigation,599.5899999999999
Colectomy Revision,Cancer Surgery,25456.051
Colectomy Subtotal,Cancer Surgery,31528.765789473688
Colectomy Total,Cancer Surgery,31550.06
Collar and cuff sling,Orthopaedics Procedure,500.0255
Colles Fracture - Below elbow,Orthopaedics Procedure,5941.538500000001
Colles Fracture - Full plaster,Orthopaedics Procedure,4480.63
Colles fracture Ant. Or post. slab,Orthopaedics Procedure,2981.6985
Colo-Rectal Anastomosis,Cancer Surgery,31531.2825
Colo-Whipple,Cancer Surgery,57016.5615
Colon (Left Hemicolectomy/Right,Cancer Surgery,25021.1845
Colon (Resection Anastomosis),Cancer Surgery,25272.146
Colon (Total Proctocolectomy),Cancer Surgery,43944.1305
Colon Replacement of Oesophagus,Paediatric Surgery Procedure,40728.71210526316
Colonic By-Pass (Multiple/Single),Cancer Surgery,25165.6465
Colonic manometry,Gastroenterology / Endoscopic Investigation,35219.0175
Colonic stenting excluding cost of the stent,Gastroenterology / Endoscopic Procedures,13400.8315
Colonic stricture dilatation,Gastroenterology / Endoscopic Procedures,8484.228500000001
Coloplasty,Cancer Surgery,31735.665500000003
Colostomy,Cancer Surgery,31544.703
Colostomy + Urinary Diversion,Cancer Surgery,31595.392
Colostomy Closure,Cancer Surgery,15851.5405
Colostomy Left Iliac,Paediatric Surgery Procedure,40923.4515
Colostomy Transverse,Paediatric Surgery Procedure,40710.7135
Colostomy With Closure,Cancer Surgery,25249.48
Colostomy/Ileostomy Closure,Cancer Surgery,25142.8405
"Colour Doppler, renal arteries/any other organ",Radiological Investigation,1004.952
ColposcoPy.,Cancer Surgery,6924.377
Colposcopy,Obstetrics And Gynaecology Procedure,5016.806315789473
Colpotomy/Post-Coital Tear Repair,Obstetrics And Gynaecology Procedure,9050.141
Combine Craniofacial Resection,Cancer Surgery,56498.79263157895
Combined High Sensitivity JAK2 V617F and Exon12 Mutation Detection,Oncology Investigations,6750.211578947368
Combined Trans-Oral Surgery & Craniovertebral (CV) Junction Fusion,Neuro-Surgery Procedure,59810.63249999999
Combo Device Implantation excluding the cost of Device,Cardiology Procedure,61544.2815
Common Bile Duct (CBD) stone extraction by ERCP,Gastroenterology / Endoscopic Procedures,18986.34842105264
Common Bile Duct (CBD) stricture dilatation by ERCP,Gastroenterology / Endoscopic Procedures,19080.84
Common Bile Duet Excision,Cancer Surgery,44352.22631578948
Complete Denture - Per Arch,Dental Procedure,10096.848421052631
"Complete Haemogram/CBC, Hb,RBC Count and Indices,TLC, DLC, Platelet, ESR, Peripheral Smear Examination)",Laboratory Investigation,300.639
Complete Perineal Tear-Repair,Obstetrics And Gynaecology Procedure,8761.842
Complicated Extraction per tooth under LA,Dental Procedure,799.9855
Composite - Occlusal Pit/Class I,Dental Procedure,508.9045
Composite -Class I with buccal extension/Class II Class III/Class IV/Class VI/Diastema Closure/MOD,Dental Procedure,997.227
Composite resection Tonsil.,Cancer Surgery,31724.537
Comprehensive Allergy Panel,Laboratory Investigation,6935.455
Comprehensive Molecular Testing,Oncology Investigations,19327.9
Comprehensive Myeloma Protein Panel,Laboratory Investigation,6991.2935
Comprehensive Next Generation sequencing assay for Hematolymphoid malignancies,Oncology Investigations,26835.2665
Compressed Air / Piped Oxygen per hour,Critical Care,99.47684210526316
Concretions removal- Both Eyes,Ophthalmology Procedure,494.2685
Concurrent-chemoradiation,Chemotherapy,1908.3325
Conduit Repair,Cardiovascular And Cardiac Surgery Procedure,224483.067
Congenital Atresia & Stenosis of Small Intestine,Paediatric Surgery Procedure,50885.766
Congenital Diaphragmatic Hernia,Abdomen/GI Surgery Procedure,41102.18
Congenital Hydrocele,Paediatric Surgery Procedure,33167.434
Congenital Pyloric Stenosis- operation,Paediatric Surgery Procedure,33082.01789473684
Conisation,Cancer Surgery,15706.0305
Conisation of cervix/Chemical Cautery of Cervical Ectopy/Erosion,Obstetrics And Gynaecology Procedure,9228.641500000002
Conjugal microscopy,Gastroenterology / Endoscopic Procedures,8391.252499999999
Conjunctival Peritomy per eye,Ophthalmology Procedure,1501.683
Conjunctival wound repair or exploration following blunt trauma per eye,Ophthalmology Procedure,8409.405999999999
Conservative Plaster of Paris (POP),Orthopaedics Procedure,3994.3675
Constitutional karyotyping,Oncology Investigations,5501.9275
Consultation OPD,Consultation,348.096
Consultation OPD- Super speciality/Psychiatry,Consultation,701.9668421052631
Consultation for Inpatients,Consultation,353.4155
Continent Urinary Diversion,Cancer Surgery,44409.707
Continuous Ambulatory Peritoneal Dialysis (CAPD) catheter insertion- Open method,Nephrology And Urology Procedure,18990.07526315789
Continuous Ambulatory Peritoneal Dialysis (CAPD) catheter insertion- Schlendinger/ Seldinger method,Nephrology And Urology Procedure,19100.6015
Continuous Glucose Monitoring for 2 Weeks,Laboratory Investigation,4002.849
Continuous Veno venous/Arteriovenous Haemofiltration /Haemofiltration/CRRT per day,Nephrology And Urology Procedure,17038.947
Contrast Enhanced Computed Tomograpy (CECT) Chest (Including CD),Radiological Investigation,2866.937
Contrast Hystero-Salpingography (HSG),Radiological Investigation,1984.6095
Coomb-s Test - Direct,Laboratory Investigation,202.54894736842104
Coomb-s Test - Indirect,Laboratory Investigation,249.7435
Core build-up/ Post and Core - Custom made /Inlay/onlay,Dental Procedure,1486.5115
Corneal endothelial cell count with specular microscopy- Both Eyes,Ophthalmology Investigation,594.9258823529411
Corneal grafting-Penetrating keratoplasty per eye,Ophthalmology Procedure,19019.9425
Corneal pachymetry (corneal thickness)/ CCT - Both Eyes,Ophthalmology Investigation,520.5605
Corneal topography /pentacam- Both Eyes,Ophthalmology Investigation,1995.662
Coronary Angiography,Cardiology Investigation,13322.891
Coronary Artery Bypass Graft surgery (CABG),Cardiovascular And Cardiac Surgery Procedure,171209.4655
Coronary Artery Bypass Graft surgery (CABG) + Intra-Aortic Balloon Pump (IABP),Cardiovascular And Cardiac Surgery Procedure,224927.3775
Coronary Artery Bypass Graft surgery (CABG) + Valve Replacement excluding the cost of the valve,Cardiovascular And Cardiac Surgery Procedure,261752.094
Corpus callostomy for Epilepsy,Neuro-Surgery Procedure,77627.526
Corrective Osteotomy & Internal Fixation- long bones,Orthopaedics Procedure,40648.015
Corrective Osteotomy & Internal Fixation- short bones,Orthopaedics Procedure,33656.6675
Cortisol,Laboratory Investigation,549.74
Cost of Fractional flow reserve (FFR) Catheter excluding GST (Procedure Charge included in PTCA),Cardiology Add on Procedure,32822.017
Cost of Intravascular ultrasound (IVUS) Catheter excluding GST(Procedure Charge included in PTCA),Cardiology Add on Procedure,54506.1755
Cost of the Glaucoma valve/Glaucoma Ahmed valve per eye,Ophthalmology Procedure,15040.547368421054
Covid Antibody Test,Laboratory Investigation,700.7163157894737
Cranio-Facial resection,ENT Procedure,40710.43473684211
Cranioplasty,Neuro-Surgery Procedure,59807.48150000001
Craniotomy and Evacuation of Haematoma - Extradural,Neuro-Surgery Procedure,78073.344
Craniotomy and Evacuation of Haematoma -Subdural,Neuro-Surgery Procedure,77261.886
Craniotomy for posterior fossa tumors with navigation,Cancer Surgery,56942.20649999999
Craniotomy for supratentorial tumors - without navigation,Cancer Surgery,56966.48526315789
Craniovertebral Junction (CVJ) Fusion procedures,Neuro-Surgery Procedure,72104.205
Creatine Phosphokinase (CPK)/Creatine Kinase (CK),Laboratory Investigation,230.1305
Creatinine Clearance,Laboratory Investigation,199.39263157894737
Cross Match,Laboratory Investigation,200.8685
Crown - All Metal-Nickel Free,Dental Procedure,1991.6625
Crown - Metal with Ceramic Facing,Dental Procedure,2983.4947368421053
Crown - PMMA Crown,Dental Procedure,1006.1165
Crown - Recementation,Dental Procedure,596.9505
Crown - Removal,Dental Procedure,499.2235
Crown lengthening - Per Tooth,Dental Procedure,499.4525
Cryoglobulins,Laboratory Investigation,1004.089
Cryptococcal antigen,Laboratory Investigation,1494.8947368421052
Curettage Cement / Bone Graft,Cancer Surgery,31647.7455
Curettage and Root Planning - Per Arch,Dental Procedure,2000.434
Curettage and Root Planning - Per Tooth,Dental Procedure,350.025
Custom Sequencing Assay,Oncology Investigations,11111.64894736842
Cyclocryotherapy /Trans scleral cyclophotocoagulation TSCPC per eye,Ophthalmology Procedure,5012.294
Cyclosporine,Laboratory Investigation,2514.2125
Cyst of Maxilla/mandible by enucleation/excision/marsupialization more than 4 cms under GA and admission,Dental Procedure,23734.4585
Cyst of Maxilla/mandible by enucleation/excision/marsupialization more than 4 cms under LA,Dental Procedure,5975.077
Cyst of Maxilla/mandible by enucleation/excision/marsupialization upto 4 cms under LA,Dental Procedure,4960.013333333333
Cystectomy Partial,Cancer Surgery,44259.293
Cystectomy Radical,Cancer Surgery,57253.137
Cysto-Gastrostomy,Cancer Surgery,31931.68894736842
Cysto-Litholapaxy,Nephrology And Urology Procedure,33280.17684210526
Cystojejunostomy or Cystogastrostomy,Abdomen/GI Surgery Procedure,41159.9445
Cystolithotomy -Suprapubic,Nephrology And Urology Procedure,26034.876
Cystoscopic Botulinum Toxin Injection ( Over active bladder/ Neurogenic bladder) -excluding cost of drug,Nephrology And Urology Procedure,12691.297
Cystoscopy,Cancer Surgery,15680.23
Cystoscopy + DJ Stenting,Cancer Surgery,25422.018
Cystoscopy with Retrograde Catheter - Bilateral/RGP,Nephrology And Urology Procedure,26239.909444444445
Cystoscopy with Retrograde Catheter -Unilateral/RGP,Nephrology And Urology Procedure,18848.296
Cystostomy Suprapubic,Cancer Surgery,25259.3915
Cytogenetics,Laboratory Investigation,5033.807368421052
Cytoreductive Surgery,Cancer Surgery,56292.747
D Xylose test,Laboratory Investigation,1112.4125
D-Dimer,Laboratory Investigation,500.378
DALK- Deep anterior lamellar keratoplasty per eye,Ophthalmology Procedure,40837.805
DCP (DES Gamma-Carboxy- Prothrombin),Laboratory Investigation,3387.3565000000003
DICER1 Mutation,Oncology Investigations,3896.2365
DJ stent removal,Nephrology And Urology Procedure,9603.5455
DSAEK Descemet-s stripping automated endothelial keratoplasty/DMEK-Descemet membrane endothelial keratoplasty per eye,Ophthalmology Procedure,40549.428
Dacryocystectomy per eye,Ophthalmology Procedure,9320.957
Dacryocystography - Bilateral,Ophthalmology Investigation,1997.4365000000005
Dacryocystorhinostomy-Plain,Ophthalmology Procedure,12735.2695
Dacryocystorhinostomy-Plain with intubation and/or with lacrimal implants excluding the cost of implant per eye,Ophthalmology Procedure,19001.2135
Dacryocystorhinostomy-conjunctival with implant excluding the cost of implant per eye,Ophthalmology Procedure,19206.181
Day Care Charges (Accomidation only ),Ward charges,1505.681
Debridement of Large wounds including Diabetic Wound under Anaesthesia,General Surgery,26257.927894736844
Debridement of wounds - Small,General Surgery,1653.0825
Decompressive craniotomy for hemispherical acute subdural haematoma/ brain swelling/large infarct,Neuro-Surgery Procedure,77262.80842105264
Dehydroepiandrosterone sulfate (DHEAS),Laboratory Investigation,1010.487
Dengue IgM and Ig G,Laboratory Investigation,800.293
Dengue NS1 Ag,Laboratory Investigation,396.4685
