sno,procedure_name,speciality,tier,facility,ward,cghs_code,rate
229,Barium Upper GI study,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI045,1500.0
230,Barium Upper GI study (Double contrast),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI046,2000.0
231,Battery Placement for Deep Brain Stimulation (DBS),Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS083,33250.0
232,Below Knee full plaster,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR010,4000.0
233,Below Knee post-slab,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR011,5000.0
234,Bence Jones Protein,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB065,100.0
235,Benign Tumour Excisions of Head and Neck,Head and Neck Surgery,TIER I,NABH,GENERAL WARD,HN002,26125.0
236,Bentall Repair with Biologic Valve,Cardiovascular And Cardiac Surgery Procedure,TIER I,NABH,GENERAL WARD,CV034,224200.0
237,Bentall Repair with Prosthetic Valve,Cardiovascular And Cardiac Surgery Procedure,TIER I,NABH,GENERAL WARD,CV033,260300.0
238,Beta 2 microglobulin (B2M) /_2 microglobulin,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB141,600.0
239,Beta-D-Glucan Assay,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB292,15000.0
240,Bi-Ventricular Pacemaker (CRT-P),Cardiology,TIER I,NABH,GENERAL WARD,IMCP10,195000.0
241,Biceps Tenodesis,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR104,50350.0
242,Bilateral (single Lumen) Femoral Catheterization for Haemodialysis,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU111,6000.0
243,Bilateral Mastectomy (TMH - Breast) (G4S94),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH293,22500.0
244,Bilateral Orchidectomy (TMH - Genitourinary / Gynaecology) (G2S41),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH069,11250.0
245,Biliary Manometry,Gastroenterology / Endoscopic Investigation,TIER I,NABH,GENERAL WARD,GI013,43000.0
246,Biliary stenting (plastic and metallic) by ERCP,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG029,19000.0
247,Biofeedback per session,Behavioural therapy,TIER I,NABH,GENERAL WARD,BT005,3000.0
248,Biophysical score / Biophysical profile test (BPP test),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI018,1500.0
249,Biopsy Needle (TMH - Bone & Soft Tissue) (G1S12),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH012,4500.0
250,Biopsy Open (TMH - Bone & Soft Tissue) (G2S24),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH052,11250.0
251,Biopsy of Bladder (Cystoscopic) including (Cold Cup Biopsy),Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU040,13400.0
252,"Biopsy of Oral tissue - Hard (bone, tooth)",Dental Biopsy,TIER I,NABH,GENERAL WARD,DI005,2000.0
253,Biopsy of Oral tissue- Soft,Dental Biopsy,TIER I,NABH,GENERAL WARD,DI004,1200.0
254,Bladder Tumor Trans Urethral Resection (TMH - Genitourinary / Gynaecology) (G4S83),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH282,22500.0
255,Blalock-Taussig Shunt (BT Shunt) / Coarctation,Cardiovascular And Cardiac Surgery Procedure,TIER I,NABH,GENERAL WARD,CV022,144400.0
256,Bleb compression sutures per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP025,7000.0
257,Bleb needling with MMC/5-FU per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP026,8000.0
258,Bleb repair with conjunctival autograft per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP024,14250.0
259,"Bleeding Disorder Panel- PT, APTT, Thrombin Time Fibrinogen, D-Dimer/ Fibrinogen Degradation Products (FDP)",Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB027,800.0
260,Bleeding Time,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB019,50.0
261,Blood Component Charges - Cryoprecipitate,Blood Component Charges,TIER I,NABH,GENERAL WARD,BC005,250.0
262,Blood Component Charges - Fresh Frozen Plasma,Blood Component Charges,TIER I,NABH,GENERAL WARD,BC003,400.0
263,Blood Component Charges - Packed Red Cell per Unit,Blood Component Charges,TIER I,NABH,GENERAL WARD,BC002,1550.0
264,Blood Component Charges - Whole Blood per Unit,Blood Component Charges,TIER I,NABH,GENERAL WARD,BC001,1550.0
265,Blood Glucose Random / Blood Glucose Fasting /Blood Glucose PP,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB055,40.0
266,Blood Group & Rh Type,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB036,90.0
267,Blood Urea Nitrogen (BUN) / Urea,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB057,100.0
268,Blood gas analysis / Arterial Blood Gas (ABG),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB119,560.0
269,Blood gas analysis / Arterial Blood Gas (ABG) with electrolytes,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB120,800.0
270,"Body Fluid (CSF/Ascitic Fluid etc.) Sugar, Protein etc.",Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB071,300.0
271,Body Fluid for Malignant cells,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB053,350.0
272,Bone Grafting,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR043,26125.0
273,Bone Grafting (TMH - Bone & Soft Tissue) (G3S73),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH150,18000.0
274,Bone Marrow Aspiration and Biopsy,Biopsies,TIER I,NABH,GENERAL WARD,BY006,8500.0
275,Bone Marrow Smear Examination,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB022,350.0
276,Bone Marrow Smear Examination and Cytochemistry,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB024,12000.0
277,Bone Marrow Smear Examination with Iron Stain,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB023,800.0
278,Bone replacement graft for ridge preservation - per site,Dental Procedure,TIER I,NABH,GENERAL WARD,DP022,2000.0
279,Botulinum injection for blepharospasm or squint /epiphora/entropion/ lid retraction (excluding cost of drug) per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP120,5000.0
280,Brachial Plexus Exploration and neurotization,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS021,59850.0
281,Brachial plexus study,Neurology Investigation,TIER I,NABH,GENERAL WARD,NI008,1500.0
282,Brain / Heart FDG PET CT Scan,Nuclear Medicine Investigation,TIER I,NABH,GENERAL WARD,NM018,14375.0
283,Brain Abscess Tapping,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS012,26125.0
284,Brain Biopsy,Neuro-Surgery Biopsy,TIER I,NABH,GENERAL WARD,NS004,40850.0
285,Brain Mapping,Neuro-Surgery Investigation,TIER I,NABH,GENERAL WARD,NS002,27500.0
286,Brain Perfusion SPECT Scan with Technetium 99m radiopharmaceuticals.,Nuclear Medicine Investigation,TIER I,NABH,GENERAL WARD,NM003,13400.0
287,Breast Lumpectomy + Axilla Dissection (TMH - Breast) (G4S96),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH295,22500.0
288,Breast Lumpectomy Alone (TMH - Breast) (G2S50),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH078,11250.0
289,Breath Tests (Urea breath test/ H. pylori breath test)/RUT,Gastroenterology / Endoscopic Investigation,TIER I,NABH,GENERAL WARD,GI014,2890.0
290,Bridge/ Fixed Partial denture (per missing/ extracted tooth) metal crown,Dental Procedure,TIER I,NABH,GENERAL WARD,DP059,2000.0
291,Bridge/ Fixed Partial denture (per missing/ extracted tooth) metal crown with Ceramic facing,Dental Procedure,TIER I,NABH,GENERAL WARD,DP060,3000.0
292,Bronchial + Vascular Sleeve (TMH - Thoracic & Paediatric) (G5S23),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH320,31500.0
293,Bronchial Sleeve Resection (TMH - Thoracic & Paediatric) (G4S68),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH267,22500.0
294,Bronchial Stent Placement (TMH - Thoracic & Paediatric) (G3S77),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH154,18000.0
295,Bronchoscopy +Esophagoscopy (Diagnostic) (TMH - Thoracic & Paediatric) (G2S25),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH053,11250.0
296,Bronchoscopy - Therapeutic (TMH - Thoracic & Paediatric) (G2S26),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH054,11250.0
297,Bronchoscopy Diagnostic (TMH - Thoracic & Paediatric) (G1S13),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH013,4500.0
298,Bronchoscopy with foreign body (FB) removal,ENT Procedure,TIER I,NABH,GENERAL WARD,EP055,13400.0
299,Brucella serology,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB191,450.0
300,Buccal/Mucosa Composite Resection/Commando (TMH - Head & Neck) (G4S3),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH202,22500.0
301,Buccal/Mucosa wide excision - Peroral (TMH - Head & Neck) (G3S22),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH099,18000.0
302,Buccal/Mucosa wide excision Cheek Flap (TMH - Head & Neck) (G3S1),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH079,18000.0
303,Bucket handle procedure for lid tumours per eye (for non-malignant conditions),Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP048,12730.0
304,Buckle removal per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP065,8500.0
305,Bulla Stapling (TMH - Thoracic & Paediatric) (G3S78),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH155,18000.0
306,Burr hole evacuation of chronic subdural haematoma,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS052,59850.0
307,Burst Abdomen Suturing (TMH - Thoracic & Paediatric) (G3S97),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH174,18000.0
308,Burst-Abdomen Repair,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG017,33250.0
309,C ANCA-IFA,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB251,1500.0
310,C-Peptide (Connecting Peptide),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB167,750.0
311,C-Reactive Protein (CRP),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB069,250.0
312,C-Reactive Protein (CRP) Quantitative,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB070,300.0
313,C1 Esterase inhibitor (Quantitative ),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB293,2400.0
314,C3-COMPLEMENT,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB257,650.0
315,C3F8 GAS Injection intravitreal for descemetopexy/retinopexy/ pneumatopexy (per eye),Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP121,5000.0
316,C3d Single Allele Antibody for HLA Class I (C3dLSA Class I) /C3d Single Allele Antibody for HLA Class II (C3dLSA Class II),Oncology Investigations,TIER I,NABH,GENERAL WARD,CA023,17500.0
317,C4-COMPLEMENT,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB258,650.0
318,CABG without bypass.,Cardiovascular And Cardiac Surgery Procedure,TIER I,NABH,GENERAL WARD,CV016,224200.0
319,CAN ASSIST,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA024,50000.0
320,CCND1/IgH: t(11;14),Oncology Investigations,TIER I,NABH,GENERAL WARD,CA025,4690.0
321,CD 19 and CD 20,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA026,1500.0
322,"CD 3,4 and 8 Counts",Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB133,1240.0
323,"CD 3,4 and 8 Percentage",Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB134,1510.0
324,CK MB Mass/CPK MB Mass,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB110,360.0
325,CLINICAL EXOME SEQUENCING,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA037,15000.0
326,CLL PANEL FISH,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA038,10000.0
327,CML Blast Crisis karyotyping,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA039,5545.0
328,CMV Quantitative (Viral load) Test,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB294,2300.0
329,CPK MB/CK MB,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB109,360.0
330,CSF Rhinorrhoea Repair,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS018,59850.0
331,"CSF/Any Body Fluid for Basic studies including cell count, protein, sugar, gram stain, India Ink preparation and smear for AFB",Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB201,350.0
332,CT Angio-Neck Vessels,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI079,6000.0
333,CT Angiography Entire Aorta ( CT Aortogram),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI075,10000.0
334,CT Coronary Angiography including Calcium Score Test,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI009,9200.0
335,CT Guided Intervention - Percutaneous catheter drainage/tube placement excluding the cost of tube /catheter,Interventional Radiology,TIER I,NABH,GENERAL WARD,IMRP02U100,0.0
336,CT Guided Intervention -Percutaneous catheter drainage/tube placement excluding the cost of tube /catheter,Interventional Radiological Procedure,TIER I,NABH,GENERAL WARD,RP005,3500.0
337,CT Guided biopsy including all the consumables,Interventional Radiology Procedure,TIER I,NABH,GENERAL WARD,RP004,9200.0
338,CT Scan / Cone Beam CT (CBCT) Dental,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI086,1500.0
339,CT Scan Angiography Abdomen,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI074,5175.0
340,CT Scan Angiography Chest,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI073,5175.0
341,CT Scan Chest - without contrast (for lungs),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI064,2000.0
342,CT Scan Enteroclysis,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI076,6900.0
343,CT Scan Head / Brain- with Contrast -including CT angiography,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI063,2200.0
344,CT Scan Head/ Brain-Without Contrast / NCCT Head/Brain,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI062,1035.0
345,CT Scan Limbs -With Contrast including CT angiography,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI088,5800.0
346,CT Scan Limbs -Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI087,2800.0
347,CT Scan Lower Abdomen (Incl. Pelvis) Without Contrast / CT KUB without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI068,3500.0
348,CT Scan Lower Abdomen (incl. Pelvis) With Contrast/ CT KUB with Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI067,4500.0
349,CT Scan Neck - With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI078,3500.0
350,CT Scan Neck - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI077,2500.0
351,CT Scan Orbits - With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI081,3200.0
352,CT Scan Orbits - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI080,2200.0
353,"CT Scan Spine (Cervical, Dorsal, Lumbar,Sacral)-without Contrast",Radiological Investigation,TIER I,NABH,GENERAL WARD,RI084,2800.0
354,CT Scan Temporal bone - without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI085,2500.0
355,CT Scan Whole Abdomen With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI070,5175.0
356,CT Scan Whole Abdomen Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI069,3450.0
357,CT Scan of Para Nasal Sinuses (CT PNS)- With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI083,3300.0
358,CT Scan of Para Nasal Sinuses (CT PNS)- Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI082,2300.0
359,CT Urography,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI072,4500.0
360,Caecostomy,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG063,33250.0
361,Caesarean Section(CS) with or without Sterilization including Routine New Born Care,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG004,50350.0
362,Caesarian Delivery of High Risk Pregnancy(Preeclampsia/Eclampsia/ GDM/Cardiac/Vascular/Renal/Pulmonary/Twin Pregnancy/RA/SLE/IVF Conception/Severe Anaemia),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG005,59850.0
363,Calcidiol / 25-hydroxycholecalciferol / Vitamin D3 assay (Vit D3),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB154,1000.0
364,Calcitonin,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB150,1200.0
365,Caldwell Luc Operation (TMH - Head & Neck) (G1S1),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH001,4500.0
366,Canaliculoplasty per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP032,5290.0
367,Cancer Antigen 125 (CA 125),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB146,800.0
368,Cancer Antigen 15.3 (CA 15.3),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB148,800.0
369,Cancer Antigen 19.9 (CA 19.9),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB147,800.0
370,Cantholysis and canthotomy- Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP041,3500.0
371,Capsule endoscopy excluding the cost of capsule,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG018,12730.0
372,Capsulotomy of Shoulder,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR107,50350.0
373,Carbamazepine.,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB116,700.0
374,Carcinoembryonic Antigen (CEA),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB151,600.0
375,Cardiac CT scan,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI010,6500.0
376,Cardiac Catheterization (CATH),Cardiology,TIER,NABH,GENERAL,CI017,14900.0
377,Cardiac PET,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI013,9200.0
378,Carotid Doppler Bilateral,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI028,1000.0
379,Carotid Stenting excluding the cost of Stent,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS046,59850.0
380,Carpel Tunnel decompression,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS071,40850.0
381,Cartilage Grafting Burns And Plastic Surgery Procedure,,TIER I,NABH,GENERAL WARD,BP017,40850.0
382,Cataract extraction with IOL with capsular tension rings (Cionni-s ring) (cost of the ring included) excluding the cost of IOL per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP103,33250.0
383,Catheter cost of Intracoronary optical coherence tomography (OCT) /,Cardiology Add on,TIER,NABH,GENERAL,CP025,65000.0
384,Cauterization of ulcer/subconjunctival injection in both eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP008,800.0
385,Cauterization of ulcer/subconjunctival injection in one eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP007,500.0
386,Cavernostomy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU024,26125.0
387,Cell line karyotyping,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA027,11100.0
388,Central Compartment Clearance (TMH - Head & Neck) (G3S2),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH080,18000.0
389,Centralization Of Ulna With Arthrodesis (TMH - Bone & Soft Tissue) (G4S46),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH245,22500.0
390,Cephalography,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI057,350.0
391,Cervical Biopsy,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG038,9200.0
392,Cervical Esophagostomy (TMH - Thoracic & Paediatric) (G3S79),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH156,18000.0
393,Cervical Laminoplasty,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS055,72200.0
394,Cervical Neuroblastoma Excision (TMH - Head & Neck) (G6S1),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH348,40500.0
395,Cervical Traction (per session),Physiotherapy,TIER,NABH,GENERAL,PT001,300.0
396,Cervical disc arthroplasty,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS047,59850.0
397,Cervical or Dorsal or Lumbar Laminectomy,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS028,50350.0
398,Chalazion incision and curettage in both eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP036,3000.0
399,Chalazion incision and curettage in one eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP035,2000.0
400,Cheek Advancement,ENT Procedure,TIER I,NABH,GENERAL WARD,EP071,33250.0
401,Cheek rotation flap for lid tumours per eye (for non-malignant conditions),Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP051,19000.0
402,Chemical Cautery (s)/Cryotherapy,Skin Procedure,TIER I,NABH,GENERAL WARD,SK007,1000.0
403,Chest Physiotherapy/ Breathing Exercise &Postural Drainage per Session/Post Covid Rehabilitation /Pulmonary Rehabilitation/Cardiac Rehabilitation (per session),Physiotherapy,TIER I,NABH,GENERAL WARD,PT004,300.0
404,Chest Wall Excision With Any Lung Operation (TMH - Thoracic & Paediatric) (G4S69),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH268,22500.0
405,Chest Wall Excision With Reconstruction (TMH - Thoracic & Paediatric) (G4S70),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH269,22500.0
406,Chest Wall Excision Without Reconstruction (TMH - Thoracic & Paediatric) (G3S80),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH157,18000.0
407,Chest Wall Sinus Exploration (TMH - Thoracic & Paediatric) (G2S36),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH064,11250.0
408,Chikungunya Ig M,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB333,1000.0
409,Chimerism Analysis,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA028,1540.0
410,Chlamydia antibody,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB190,850.0
411,Chlamydia antigen,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB189,1000.0
